Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,VideoLink,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
375-307SC,G,R,1.00,F,SI2,VG,EX,VG,S,B,6.49*6.51*3.83,No,E1,GIA,6375047467,,,3244.500,-48.500,3244.500,-48.500,58.90,63.00,,,4.00,Faceted,,,12.00,33.00,42.50,40.60,GIA 6375047467,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Cloud, Feather, Cavity, Needle, Indented Natural","NO BGM,TABLE MEDIUM BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6375047467&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/375-307SC/375-307SC.html,,,,,,,,1,
512-38SC,G,R,1.01,D,I1,EX,VG,VG,M,N,6.38*6.45*3.94,No,E1,GIA,2366520230,,,3657.000,-20.500,3657.000,-20.500,61.40,59.00,,,4.00,,,,14.50,35.50,43.00,40.80,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2366520230&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/512-38SC/512-38SC.html,,,,,,,,1,
473-260SC,G,R,1.00,D,I1,VG,G,VG,S,N,6.38*6.42*3.96,No,E1,GIA,7361567368,,,2760.000,-40.000,2760.000,-40.000,61.90,56.00,,,4.00,,,,15.00,34.50,43.00,40.80,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7361567368&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/473-260SC/473-260SC.html,,,,,,,,1,
369-244C,G,R,1.02,M,SI2,EX,EX,EX,M,N,6.43*6.45*4.00,No,Borderline,GIA,5363067385,,,1792.000,-36.000,1792.000,-36.000,62.10,56.00,,,3.50,,,,15.50,35.00,43.00,40.80,,,,"NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5363067385&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/369-244C/369-244C.html,,,,,,,,1,
419-368CI,G,R,1.21,M,SI2,VG,EX,VG,M,N,6.68*6.76*4.21,No,Borderline,GIA,7361307849,,,1876.000,-33.000,1876.000,-33.000,62.60,61.00,,,5.00,,,,14.00,35.50,43.50,41.00,,,,"NO BGM,TABLE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7361307849&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/419-368CI/419-368CI.html,,,,,,,,1,
360-243C,G,R,1.23,M,SI2,EX,EX,EX,M,N,6.79*6.84*4.30,No,Borderline,GIA,6352927937,,,1792.000,-36.000,1792.000,-36.000,63.10,58.00,,,4.00,,,,15.00,35.00,44.00,41.40,,,,"NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352927937&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/360-243C/360-243C.html,,,,,,,,1,
140-629SC,G,R,1.01,G,SI2,EX,EX,EX,M,N,6.38*6.40*4.02,No,E1,GIA,6352063013,,,3068.000,-48.000,3068.000,-48.000,62.90,57.00,,,4.00,,,,15.00,35.00,44.00,41.40,,,,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352063013&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/140-629SC/140-629SC.html,,,,,,,,1,
156-615SC,G,R,1.00,E,SI2,VG,VG,VG,F,N,6.19*6.29*4.04,No,E1,GIA,6351062857,,,3498.000,-47.000,3498.000,-47.000,64.80,57.00,,,5.00,,,,16.00,37.00,43.50,41.00,,,,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6351062857&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/156-615SC/156-615SC.html,,,,,,,,1,
20E-077CISI,G,R,1.21,D,SI2,G,G,VG,S,N,6.80*6.86*4.05,No,Borderline,GIA,6361277065,,,3312.000,-52.000,3312.000,-52.000,59.30,64.00,,,5.50,,,,11.00,32.00,42.50,40.40,,,,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",55,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6361277065&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/20E-077CISI/20E-077CISI.html,,,,,,,,1,
387-73K,G,R,1.41,D,SI2,VG,EX,VG,S,N,6.98*7.06*4.52,No,Borderline,GIA,2366091532,,,4899.000,-29.000,4899.000,-29.000,64.40,57.00,,,5.00,,,,16.00,36.50,43.50,41.20,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2366091532&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/387-73K/387-73K.html,,,,,,,,1,
410-418SCI,G,R,1.41,D,SI2,EX,VG,VG,VS,N,7.18*7.23*4.49,No,E1,GIA,1368324796,,,4692.000,-32.000,4692.000,-32.000,62.30,56.00,,,3.50,,,,14.50,33.00,44.50,41.60,,,,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1368324796&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/410-418SCI/410-418SCI.html,,,,,,,,1,
198-1721C,G,R,1.02,M,SI1,VG,EX,VG,M,N,6.27*6.33*4.06,No,E1,GIA,6352119391,,,1664.000,-48.000,1664.000,-48.000,64.50,57.00,,,5.00,,,,15.50,36.00,44.00,41.40,,,,"NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352119391&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/198-1721C/198-1721C.html,,,,,,,,1,
311-312BI,G,R,1.00,M,VS1,EX,EX,EX,N,N,6.36*6.41*3.99,Yes,YES,GIA,5353699323,,,2205.000,-37.000,2205.000,-37.000,62.50,57.00,,,3.50,,,,16.00,36.50,43.50,41.00,,,,"LIGHT BROWN,NO MILKY,NO BLACK",50,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5353699323&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/311-312BI/311-312BI.html,,,,,,,,1,
409-461K,G,R,1.20,M,VVS2,EX,EX,EX,M,N,6.79*6.82*4.26,No,YES,GIA,6361416405,,,2146.000,-42.000,2146.000,-42.000,62.70,56.00,,,3.50,,,,15.00,35.00,44.00,41.40,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6361416405&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/409-461K/409-461K.html,,,,,,,,1,
353-684SC,G,R,0.90,E,I1,VG,EX,VG,S,N,5.98*6.03*3.90,No,E1,GIA,2336103642,,,1462.000,-57.000,1462.000,-57.000,65.00,56.00,,,5.00,,,,16.50,36.50,43.50,41.00,,,,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2336103642&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/353-684SC/353-684SC.html,,,,,,,,1,
172-147SC,G,R,0.90,D,SI2,VG,VG,VG,S,N,6.14*6.20*3.83,No,E1,GIA,2357064865,,,2385.000,-55.000,2385.000,-55.000,62.10,57.00,,,4.00,,,,15.50,35.50,42.50,40.60,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357064865&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/172-147SC/172-147SC.html,,,,,,,,1,
405-1645C,G,R,0.91,M,SI1,EX,EX,EX,M,N,6.12*6.17*3.89,No,Borderline,GIA,1368067421,,,1100.000,-57.690,1100.000,-57.690,63.30,56.00,,,3.50,,,,16.50,36.50,43.50,41.00,,,,"NO BGM,TABLE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1368067421&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/405-1645C/405-1645C.html,,,,,,,,1,
211-705SCMI,G,R,0.80,F,I1,VG,EX,VG,M,N,5.76*5.84*3.74,Yes,E1,GIA,7322399413,,,1200.000,-52.000,1200.000,-52.000,64.40,57.00,,,5.00,,,,16.50,37.50,42.50,40.60,,,,"NO BROWN, NO GREEN,LIGHT MILKY,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,M1,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7322399413&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/211-705SCMI/211-705SCMI.html,,,,,,,,1,
666-1827SCGIR,G,R,0.71,,SI2,,EX,EX,S,N,5.69*5.71*3.51,No,E1,GIA,6342085236,,,1100.000,,1100.000,,61.60,60.00,,,,,,,,,,,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE MEDIUM BLACK",,None,,,,None,YELLOW GREEN,VERY LIGHT,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342085236&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/666-1827SCGIR/666-1827SCGIR.html,,,,,,,,1,
378-1907SBI,G,R,0.70,,SI2,,G,VG,S,N,5.57*5.63*3.53,Yes,E1,GIA,1368067690,,,1850.000,,1850.000,,63.00,57.00,,,,,,,,,,,,,,"LIGHT BROWN,NO MILKY,SIDE SMALL BLACK",,Brown,,,,None,BROWN,FAINT,PINKISH,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1368067690&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/378-1907SBI/378-1907SBI.html,,,,,,,,1,
258-613SCGIMI,G,R,0.70,,SI2,EX,EX,EX,N,N,5.66*5.71*3.54,No,E1,GIA,2357597402,,,1400.000,,1400.000,,62.30,58.00,,,,,,,,,,,,,,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",,None,,,,None,GRAY,FAINT,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357597402&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/258-613SCGIMI/258-613SCGIMI.html,,,,,,,,1,
135-454SC,G,R,0.80,D,SI1,VG,VG,VG,S,N,5.76*5.83*3.73,No,E1,GIA,1343865392,,,2300.000,-50.000,2300.000,-50.000,64.40,57.00,,,5.00,,,,16.50,37.50,42.50,40.60,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343865392&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/135-454SC/135-454SC.html,,,,,,,,1,
308-808SPNBM,G,R,0.50,I,I1,VG,EX,VG,F,N,5.05*5.08*3.10,Yes,YES,GIA,7351641577,,,900.000,-40.000,900.000,-40.000,61.20,57.00,,,4.00,,,,15.00,35.00,42.00,40.20,,,,"MEDIUM BROWN,MEDIUM MILKY,TABLE SMALL BLACK,SIDE SMALL BLACK",50,Brown,,,,M2,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7351641577&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/308-808SPNBM/308-808SPNBM.html,,,,,,,,1,
179-1336SPN,G,R,0.60,F,I1,EX,EX,EX,S,N,5.49*5.51*3.28,No,E1,GIA,6335801282,,,1160.000,-42.000,1160.000,-42.000,59.60,58.00,,,3.00,,,,13.50,33.00,43.00,40.80,,,,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6335801282&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/179-1336SPN/179-1336SPN.html,,,,,,,,1,
395-396M,G,R,0.50,E,I1,EX,EX,VG,N,N,5.09*5.11*3.12,Yes,E1,GIA,1337800619,,,945.000,-55.000,945.000,-55.000,61.20,58.00,,,4.00,,,,14.50,34.50,43.00,40.80,,,,"NO BROWN, NO GREEN,MEDIUM MILKY,NO BLACK",50,None,,,,M2,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1337800619&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/395-396M/395-396M.html,,,,,,,,1,
325-254CSI,G,R,0.54,D,SI2,EX,EX,EX,N,N,5.23*5.26*3.19,No,E1,GIA,6355754321,,,2001.000,-31.000,2001.000,-31.000,60.80,57.00,,,3.00,,,,15.00,35.00,42.50,40.60,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6355754321&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/325-254CSI/325-254CSI.html,,,,,,,,1,
146-1216SIGI,G,R,0.52,,VS2,EX,EX,EX,M,N,5.13*5.16*3.20,No,YES,GIA,6345884954,,,1400.000,,1400.000,,62.20,56.00,,,,,,,,,,,,,,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",,None,,,,None,YELLOW GREEN,FAINT,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345884954&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/146-1216SIGI/146-1216SIGI.html,,,,,,,,1,
381-236SIGI,G,R,0.50,,VS2,,VG,VG,N,N,5.01*5.03*3.15,No,YES,GIA,6392863793,,,1500.000,,1500.000,,62.70,57.00,,,,Faceted,NONE,,,,,,GIA 6392863793,"Additional clouds, pinpoints and surface graining are not shown.","Crystal, Cloud, Feather, Indented Natural, Natural","NO BGM,SIDE SMALL BLACK",,None,,,,None,YELLOW-GREEN,FAINT,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6392863793&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/381-236SIGI/381-236SIGI.html,,,,,,,,1,
331-180K,G,R,0.50,E,VS1,EX,VG,EX,VS,N,5.06*5.08*3.16,No,YES,GIA,2357754986,,,2112.000,-52.000,2112.000,-52.000,62.40,57.00,,,4.00,,,,15.50,35.00,43.00,41.00,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357754986&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/331-180K/331-180K.html,,,,,,,,1,
432-586K,G,R,0.50,D,VS1,EX,EX,VG,VS,N,5.04*5.09*3.19,No,YES,GIA,1369207183,,,2162.000,-53.000,2162.000,-53.000,63.00,57.00,,,4.00,,,,15.00,35.00,44.00,41.40,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1369207183&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/432-586K/432-586K.html,,,,,,,,1,
319-314K,G,R,0.50,D,VS1,EX,EX,VG,VS,N,5.05*5.09*3.20,No,YES,GIA,1355673801,,,2162.000,-53.000,2162.000,-53.000,63.00,56.00,,,3.50,,,,16.00,35.50,43.50,41.20,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1355673801&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/319-314K/319-314K.html,,,,,,,,1,
443-828K,G,R,0.56,E,VVS2,EX,EX,EX,VS,N,5.23*5.26*3.29,No,YES,GIA,1367328907,,,2254.000,-51.000,2254.000,-51.000,62.60,56.00,,,4.00,,,,15.00,34.50,43.50,41.00,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1367328907&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/443-828K/443-828K.html,,,,,,,,1,
197-405K,G,R,0.54,D,VVS1,EX,EX,EX,VS,N,5.19*5.23*3.24,No,YES,GIA,1359101598,,,2632.000,-53.000,2632.000,-53.000,62.20,58.00,,,4.00,,,,15.00,35.50,43.50,41.00,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1359101598&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/197-405K/197-405K.html,,,,,,,,1,
515-6K,G,R,0.54,D,VVS1,EX,EX,EX,S,N,5.32*5.35*3.15,No,YES,GIA,1367631950,,,2744.000,-51.000,2744.000,-51.000,59.10,61.00,,,3.50,,,,12.50,32.50,43.00,40.80,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1367631950&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/515-6K/515-6K.html,,,,,,,,1,
511-60K,G,R,0.50,D,VVS1,VG,EX,VG,S,N,5.00*5.06*3.19,No,YES,GIA,7368405331,,,2632.000,-53.000,2632.000,-53.000,63.40,58.00,,,4.00,,,,15.50,36.50,43.50,41.20,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7368405331&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/511-60K/511-60K.html,,,,,,,,1,
432-2K,G,R,0.50,D,VVS1,VG,EX,VG,S,N,4.92*4.99*3.15,No,YES,GIA,6362177249,,,2632.000,-53.000,2632.000,-53.000,63.60,60.00,,,5.50,,,,14.50,36.50,43.50,41.00,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6362177249&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/432-2K/432-2K.html,,,,,,,,1,
211-305K,G,R,0.57,D,IF,EX,EX,EX,M,N,5.34*5.36*3.24,No,YES,GIA,2356115175,,,3456.000,-52.000,3456.000,-52.000,60.70,61.00,,,3.50,,,,13.50,34.50,43.50,41.20,,,,"NO BGM,NO BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2356115175&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/211-305K/211-305K.html,,,,,,,,1,
325-1383CS,G,R,0.43,D,I1,EX,VG,EX,M,N,4.82*4.84*3.03,No,E1,GIA,6322761340,,,884.000,-48.000,884.000,-48.000,62.70,57.00,,,3.50,,,,15.00,35.00,44.50,41.60,,,,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6322761340&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/325-1383CS/325-1383CS.html,,,,,,,,1,
4-287SC,G,R,0.40,E,I1,VG,G,EX,M,N,4.75*4.77*2.88,No,E1,GIA,7341285430,,,832.000,-48.000,832.000,-48.000,60.40,60.00,,,3.50,,,,13.50,34.50,43.00,41.00,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7341285430&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/4-287SC/4-287SC.html,,,,,,,,1,
453-1662SPN,G,R,0.40,E,I1,EX,VG,VG,M,N,4.70*4.72*2.92,No,E1,GIA,3365344427,,,928.000,-42.000,928.000,-42.000,61.90,60.00,,,4.00,,,,14.00,34.50,44.00,41.60,,,,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3365344427&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/453-1662SPN/453-1662SPN.html,,,,,,,,1,
149-1672SC,G,R,0.40,D,I1,EX,VG,VG,M,N,4.68*4.72*2.93,No,E1,GIA,2347869718,,,918.000,-46.000,918.000,-46.000,62.30,58.00,,,4.00,,,,15.00,35.50,43.50,41.20,,,,"NO BGM,TABLE SMALL BLACK,SIDE MEDIUM BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347869718&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/149-1672SC/149-1672SC.html,,,,,,,,1,
445-8104CISI,G,R,0.41,H,SI2,VG,G,VG,F,N,4.62*4.67*2.99,No,E1,GIA,2367343183,,,1026.000,-43.000,1026.000,-43.000,64.40,58.00,,,5.00,,,,15.50,36.00,44.00,41.40,,,,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",55,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2367343183&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/445-8104CISI/445-8104CISI.html,,,,,,,,1,
328-1239CSI,G,R,0.41,H,SI2,EX,EX,EX,F,N,4.72*4.75*2.99,No,E1,GIA,6351755928,,,1116.000,-38.000,1116.000,-38.000,63.10,56.00,,,3.50,,,,16.00,36.50,43.50,41.00,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6351755928&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/328-1239CSI/328-1239CSI.html,,,,,,,,1,
456-1801SCB,G,R,0.40,F,SI2,VG,VG,VG,F,N,4.61*4.65*2.96,Yes,E1,GIA,2366342516,,,1040.000,-48.000,1040.000,-48.000,64.00,58.00,,,5.00,,,,15.00,35.50,44.00,41.40,,,,"MEDIUM BROWN,NO MILKY,TABLE MEDIUM BLACK,SIDE MEDIUM BLACK",50,Brown,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2366342516&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/456-1801SCB/456-1801SCB.html,,,,,,,,1,
427-705CS,G,R,0.44,E,SI2,EX,VG,EX,N,N,4.82*4.85*3.06,No,E1,GIA,6365174023,,,1281.000,-39.000,1281.000,-39.000,63.30,56.00,,,3.50,,,,16.50,36.50,43.00,41.00,,,,"NO BGM,TABLE MEDIUM BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6365174023&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/427-705CS/427-705CS.html,,,,,,,,1,
528-34CISI,G,R,0.45,D,SI2,EX,EX,EX,N,N,4.93*4.95*2.98,No,Borderline,GIA,7366537376,,,1518.000,-31.000,1518.000,-31.000,60.40,59.00,,,4.00,,,,13.50,33.00,43.00,40.80,,,,"NO BGM,TABLE SMALL BLACK,SIDE SMALL BLACK",50,None,,,,None,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7366537376&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,http://login.skrishna.co/StoneVideo/528-34CISI/528-34CISI.html,,,,,,,,1,
