Stock #,Availability,Shape,CARAT,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,NR PPC,NR TOTAL
234-426A,G,RBC,0.31,F,SI1,EX,EX,EX,N,N,4.39 - 4.36 * 2.67,GIA,2347684974,,1314.000,27.000,1350.00,25.000,,,,61.00,60.00,,,4.00,Faceted,NON,,12.50,32.50,44.50,41.80,GIA 2347684974,,MUMBAI,1314.000,407.340
222-439A,G,RBC,0.32,I,VS1,EX,EX,EX,N,N,4.37 - 4.35 * 2.74,GIA,7341752587,,1260.000,30.000,1296.00,28.000,,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 7341752587,,MUMBAI,1260.000,403.200
229-157A,G,RBC,0.34,J,VS2,EX,EX,EX,N,N,4.48 - 4.45 * 2.78,GIA,7341942501,,990.000,34.000,1020.00,32.000,,,,62.30,56.00,,,3.50,Faceted,NON,,16.00,35.50,43.00,40.80,GIA 7341942501,,MUMBAI,990.000,336.600
225-100A,G,RBC,0.70,H,VS2,EX,EX,VG,N,N,5.78 - 5.71 * 3.55,GIA,7351001229,,2457.000,37.000,2535.00,35.000,,,,61.70,55.00,,,3.00,Faceted,NON,,14.00,32.00,44.50,41.60,GIA 7351001229,,MUMBAI,2457.000,1719.900
234-359A,G,PB,0.30,E,SI1,VG,VG,G,M,B,5.13 - 3.74 * 2.56,GIA,6341677514,,840.000,44.000,870.00,42.000,,,,68.40,62.00,,,,Faceted,NON,,,,,,GIA 6341677514,,MUMBAI,840.000,252.000
220-176A,G,RBC,0.32,F,IF,EX,EX,EX,M,B,4.36 - 4.34 * 2.72,GIA,7341799318,,1560.000,40.000,1612.00,38.000,,,,62.50,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 7341799318,,MUMBAI,1560.000,499.200
231-336A,G,RBC,0.31,I,VS2,EX,EX,EX,F,N,4.34 - 4.31 * 2.72,GIA,3355001755,,1003.000,41.000,1037.00,39.000,,,,62.80,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 3355001755,,MUMBAI,1003.000,310.930
229-130A,G,OV,0.30,E,SI2,G,EX,G,N,N,5.06 - 3.57 * 2.37,GIA,5353014162,,854.000,39.000,882.00,37.000,,,,66.50,55.00,,,,Faceted,NON,,,,,,GIA 5353014162,,MUMBAI,854.000,256.200
225-44A,G,RBC,0.50,J,SI1,EX,EX,VG,F,N,5.10 - 5.03 * 3.15,GIA,6352040314,,1188.000,46.000,1232.00,44.000,,,,62.10,60.00,,,4.00,Faceted,NON,,14.00,35.00,44.00,41.40,GIA 6352040314,,MUMBAI,1188.000,594.000
227-48C,G,RBC,0.50,E,VS2,EX,EX,VG,N,N,5.18 - 5.11 * 3.08,GIA,3345798184,,2016.000,44.000,2088.00,42.000,,,,59.70,62.00,,,4.00,Faceted,NON,,12.50,33.00,43.50,41.20,GIA 3345798184,,MUMBAI,2016.000,1008.000
235-85A,G,RBC,0.70,J,SI2,EX,EX,EX,S,B,5.67 - 5.63 * 3.57,GIA,6352040690,,1488.000,38.000,1536.00,36.000,,,,63.20,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 6352040690,,MUMBAI,1488.000,1041.600
232-266A,G,EM,0.40,F,VVS1,EX,EX,VG,N,N,4.98 - 3.45 * 2.39,GIA,2357026521,,1296.000,46.000,1344.00,44.000,,,,69.10,63.00,,,,Faceted,NON,,,,,,GIA 2357026521,,MUMBAI,1296.000,518.400
232-310A,G,RBC,0.30,I,VS1,G,EX,VG,N,N,4.14 - 4.11 * 2.73,GIA,1358026542,,900.000,50.000,936.00,48.000,,,,66.20,54.00,,,6.50,Faceted,NON,,18.00,38.00,42.00,40.20,GIA 1358026542,,MUMBAI,900.000,270.000
232-119A,G,RBC,0.30,E,VS1,G,EX,VG,N,N,4.15 - 4.11 * 2.67,GIA,5356214661,,1100.000,50.000,1144.00,48.000,,,,64.50,57.00,,,6.00,Faceted,NON,,17.00,38.50,41.00,39.60,GIA 5356214661,,MUMBAI,1100.000,330.000
221-393A,G,RBC,0.34,H,VVS2,EX,EX,EX,N,N,4.60 - 4.58 * 2.70,GIA,2347766661,,1580.000,21.000,1620.00,19.000,,,,58.90,61.00,,,3.50,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 2347766661,,MUMBAI,1580.000,537.200
228-69A,G,RBC,0.30,G,SI1,G,EX,VG,F,N,4.16 - 4.09 * 2.75,GIA,6351041351,,833.000,51.000,867.00,49.000,,,,66.80,53.00,,,4.50,Faceted,NON,,18.50,38.50,43.50,41.00,GIA 6351041351,,MUMBAI,833.000,249.900
241-28A,G,RBC,0.70,M,SI1,EX,EX,EX,N,N,5.69 - 5.65 * 3.53,GIA,6351203115,,1159.000,39.000,1197.00,37.000,,,,62.20,57.00,,,4.00,Faceted,NON,,15.50,35.50,42.50,40.60,GIA 6351203115,,MUMBAI,1159.000,811.300
218-218A,G,OV,0.70,G,VS1,VG,EX,VG,F,N,6.60 - 5.04 * 3.15,GIA,1345461989,,2052.000,46.000,2128.00,44.000,,,,62.50,60.00,,,,Faceted,NON,,,,,,GIA 1345461989,,MUMBAI,2052.000,1436.400
227-153A,G,MQ,0.50,I,SI1,G,EX,VG,N,N,7.29 - 4.00 * 2.52,GIA,6345877489,,990.000,45.000,1026.00,43.000,,,,63.00,53.00,,,,Faceted,VSM,,,,,,GIA 6345877489,,MUMBAI,990.000,495.000
228-46A,G,RBC,0.30,K,VS1,VG,EX,VG,N,N,4.22 - 4.19 * 2.68,GIA,5353143216,,728.000,48.000,756.00,46.000,,,,63.60,58.00,,,5.00,Faceted,NON,,16.00,36.50,42.50,40.60,GIA 5353143216,,MUMBAI,728.000,218.400
222-263A,G,RBC,0.40,H,VS2,EX,EX,EX,F,N,4.73 - 4.71 * 2.98,GIA,6342693524,,1344.000,36.000,1386.00,34.000,,,,63.20,57.00,,,3.50,Faceted,NON,,15.00,35.00,44.50,41.80,GIA 6342693524,,MUMBAI,1344.000,537.600
231-122A,G,RBC,0.34,H,VS1,EX,EX,EX,N,N,4.46 - 4.43 * 2.78,GIA,7351160348,,1387.000,27.000,1425.00,25.000,,,,62.50,55.00,,,4.00,Faceted,NON,,15.50,35.00,42.50,40.60,GIA 7351160348,,MUMBAI,1387.000,471.580
228-144A,G,RBC,0.30,F,SI2,G,EX,VG,F,N,4.22 - 4.17 * 2.65,GIA,7351040470,,768.000,52.000,800.00,50.000,,,,63.10,56.00,,,7.00,Faceted,VSM,,14.50,33.00,42.00,40.20,GIA 7351040470,,MUMBAI,768.000,230.400
220-34A,G,RBC,0.30,E,SI2,EX,EX,VG,N,N,4.28 - 4.25 * 2.69,GIA,7348783162,,992.000,38.000,1024.00,36.000,,,,63.00,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 7348783162,,MUMBAI,992.000,297.600
222-459A,G,OV,0.30,E,SI2,G,VG,G,N,N,4.97 - 3.67 * 2.34,GIA,1349851023,,770.000,45.000,798.00,43.000,,,,63.90,61.00,,,,Faceted,NON,,,,,,GIA 1349851023,,MUMBAI,770.000,231.000
232-250A,G,RBC,0.30,I,VVS1,EX,EX,EX,N,N,4.29 - 4.27 * 2.67,GIA,6351068054,,1220.000,39.000,1260.00,37.000,,,,62.40,56.00,,,3.50,Faceted,NON,,16.00,36.50,42.50,40.60,GIA 6351068054,,MUMBAI,1220.000,366.000
222-424A,G,RBC,0.31,D,SI2,EX,EX,EX,N,N,4.34 - 4.32 * 2.69,GIA,6341862603,,1156.000,32.000,1190.00,30.000,,,,62.20,55.00,,,3.00,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6341862603,,MUMBAI,1156.000,358.360
235-95A,G,RBC,0.53,I,VVS1,EX,EX,EX,S,B,5.19 - 5.15 * 3.20,GIA,1359056199,,1800.000,40.000,1860.00,38.000,,,,62.00,60.00,,,4.00,Faceted,NON,,13.50,34.50,44.50,41.60,GIA 1359056199,,MUMBAI,1800.000,954.000
221-442A,G,PB,0.30,G,SI2,G,VG,G,N,N,5.64 - 3.59 * 2.28,GIA,1343796778,,732.000,39.000,756.00,37.000,,,,63.40,63.00,,,,Faceted,NON,,,,,,GIA 1343796778,,MUMBAI,732.000,219.600
214-155A,G,OV,1.20,W-X,VS1,EX,EX,VG,N,N,8.49 - 6.05 * 3.56,GIA,6341459369,,1092.000,48.000,1134.00,46.000,W-X,,,59.00,57.00,,,,Faceted,NON,,,,,,GIA 6341459369,,MUMBAI,1092.000,1310.400
221-222A,G,RBC,0.40,K,VS2,G,EX,G,F,N,4.52 - 4.46 * 2.99,GIA,1348765903,,855.000,43.000,885.00,41.000,,,,66.60,59.00,,,6.50,Faceted,NON,,17.50,40.00,43.00,40.60,GIA 1348765903,,MUMBAI,855.000,342.000
241-63A,G,RBC,1.01,K,VS2,EX,EX,EX,N,N,6.38 - 6.34 * 4.00,GIA,6352096319,,2646.000,37.000,2730.00,35.000,,,,62.90,56.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,40.80,GIA 6352096319,Pinpoints are not shown.,MUMBAI,2646.000,2672.460
238-135A,G,MQ,0.35,F,VS1,EX,EX,VG,S,B,6.97 - 3.65 * 2.25,GIA,6351120592,,1040.000,35.000,1072.00,33.000,,,,61.60,58.00,,,,Faceted,NON,,,,,,GIA 6351120592,,MUMBAI,1040.000,364.000
228-71A,G,RBC,0.33,I,VVS2,EX,EX,EX,F,N,4.42 - 4.39 * 2.77,GIA,7358041223,,1045.000,45.000,1083.00,43.000,,,,62.80,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.50,41.00,GIA 7358041223,,MUMBAI,1045.000,344.850
217-38B,G,RBC,1.04,"K,FB   ",SI2,EX,EX,EX,F,N,6.54 - 6.58 * 3.97,IGI,407973571,,1176.000,58.000,1232.00,56.000,"K,FB   ",,,60.60,60.00,,,3.50,Faceted,Pointed,,13.00,32.90,44.00,41.50,,,MUMBAI,1176.000,1223.040
236-44A,G,RBC,0.57,J,VS1,EX,EX,EX,S,B,5.31 - 5.27 * 3.27,GIA,2354040123,,1440.000,40.000,1488.00,38.000,,,,61.80,59.00,,,4.00,Faceted,NON,,15.00,36.00,43.00,40.80,GIA 2354040123,,MUMBAI,1440.000,820.800
221-406A,G,RBC,0.30,J,SI1,G,EX,VG,F,N,4.18 - 4.13 * 2.66,GIA,5346812217,,770.000,45.000,798.00,43.000,,,,63.90,62.00,,,7.00,Faceted,NON,,13.50,35.50,43.50,41.20,GIA 5346812217,,MUMBAI,770.000,231.000
215-220A,G,PB,0.32,H,VS2,EX,EX,VG,N,N,5.90 - 3.81 * 2.37,GIA,7346294075,,1027.000,21.000,1053.00,19.000,,,,62.30,61.00,,,,Faceted,NON,,,,,,GIA 7346294075,,MUMBAI,1027.000,328.640
234-236A,G,RBC,0.65,N,VVS2,EX,VG,EX,N,N,5.71 - 5.70 * 3.36,GIA,3345766093,,1156.000,32.000,1190.00,30.000,,,,58.90,62.00,,,3.00,Faceted,NON,,12.00,33.00,44.00,41.60,GIA 3345766093,,MUMBAI,1156.000,751.400
237-131A,G,RBC,0.40,H,VS2,EX,EX,VG,S,B,4.72 - 4.70 * 2.93,GIA,2356141862,,1071.000,49.000,1113.00,47.000,,,,62.20,58.00,,,4.00,Faceted,NON,,14.50,35.00,43.50,41.20,GIA 2356141862,,MUMBAI,1071.000,428.400
237-118A,G,RBC,0.40,H,VVS1,EX,EX,EX,S,B,4.70 - 4.68 * 2.95,GIA,2356041386,,1344.000,44.000,1392.00,42.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,41.00,GIA 2356041386,,MUMBAI,1344.000,537.600
225-8B,G,RBC,0.60,H,VS2,EX,EX,EX,N,N,5.46 - 5.44 * 3.34,GIA,2346940219,,2201.000,29.000,2263.00,27.000,,,,61.20,56.00,,,3.50,Faceted,NON,,15.00,34.00,43.00,40.60,GIA 2346940219,,MUMBAI,2201.000,1320.600
212-14A,G,CU,2.00,I,SI2,EX,EX,EX,N,N,6.90 - 6.89 * 4.78,GIA,7346518206,,3588.000,48.000,3726.00,46.000,,,,69.30,63.00,,,,Faceted,NON,,,,,,GIA 7346518206,Additional clouds are not shown. Pinpoints are not shown.,MUMBAI,3588.000,7176.000
229-198A,G,OV,0.30,I,VS2,G,EX,G,M,B,5.08 - 3.64 * 2.43,GIA,1353001097,,684.000,43.000,708.00,41.000,,,,66.60,61.00,,,,Faceted,NON,,,,,,GIA 1353001097,,MUMBAI,684.000,205.200
227-97B,G,PR,0.69,H,SI2,EX,EX,G,N,N,4.80 - 4.79 * 3.45,GIA,1348798679,,1170.000,35.000,1206.00,33.000,,,,72.00,72.00,,,,Faceted,NON,,,,,,GIA 1348798679,,MUMBAI,1170.000,807.300
222-487A,G,RBC,0.40,I,SI1,EX,EX,EX,N,N,4.70 - 4.67 * 2.96,GIA,6342796523,,1188.000,34.000,1224.00,32.000,,,,63.10,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,41.00,GIA 6342796523,,MUMBAI,1188.000,475.200
231-164A,G,EM,0.40,G,SI1,EX,EX,VG,N,N,4.70 - 3.56 * 2.39,GIA,7341971442,,912.000,43.000,944.00,41.000,,,,67.20,59.00,,,,Faceted,NON,,,,,,GIA 7341971442,,MUMBAI,912.000,364.800
217-14A,G,OV,1.51,K,VS2,G,EX,VG,N,N,7.93 - 6.07 * 4.11,GIA,1345477906,,2880.000,20.000,2952.00,18.000,,,,67.70,58.00,,,,Faceted,NON,,,,,,GIA 1345477906,Clarity grade is based on clouds that are not shown. Internal graining is not shown.,MUMBAI,2880.000,4348.800
205-1A,G,OV,0.70,J,SI2,EX,EX,VG,M,B,7.01 - 5.06 * 2.98,GIA,6342942618,,1120.000,44.000,1160.00,42.000,,,,59.00,63.00,,,,Faceted,NON,,,,,,GIA 6342942618,,MUMBAI,1120.000,784.000
222-95A,G,PB,0.30,E,SI2,EX,EX,VG,N,N,5.59 - 3.85 * 2.39,GIA,1347752868,,784.000,44.000,812.00,42.000,,,,62.20,58.00,,,,Faceted,NON,,,,,,GIA 1347752868,,MUMBAI,784.000,235.200
215-467A,G,PB,0.66,G,SI1,EX,VG,VG,N,N,7.50 - 4.84 * 3.02,GIA,7341461917,,1533.000,27.000,1575.00,25.000,,,,62.40,57.00,,,,Faceted,NON,,,,,,GIA 7341461917,,MUMBAI,1533.000,1011.780
235-40A,G,OV,0.71,G,SI1,VG,EX,VG,S,B,6.93 - 4.93 * 3.05,GIA,7352056143,,1792.000,44.000,1856.00,42.000,,,,61.80,56.00,,,,Faceted,NON,,,,,,GIA 7352056143,,MUMBAI,1792.000,1272.320
241-6B,G,RBC,0.61,K,VS2,EX,EX,EX,N,N,5.49 - 5.46 * 3.36,GIA,6351026319,,1380.000,31.000,1420.00,29.000,,,,61.40,60.00,,,4.00,Faceted,NON,,13.00,32.50,44.50,41.80,GIA 6351026319,,MUMBAI,1380.000,841.800
237-136A,G,RBC,0.50,K,SI1,VG,EX,EX,S,B,4.98 - 4.94 * 3.20,GIA,6351143231,,893.000,53.000,931.00,51.000,,,,64.60,59.00,,,5.50,Faceted,NON,,15.00,36.50,44.00,41.40,GIA 6351143231,,MUMBAI,893.000,446.500
228-89A,G,RBC,0.35,I,VS1,EX,EX,EX,F,N,4.50 - 4.48 * 2.83,GIA,6341972012,,1116.000,38.000,1152.00,36.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,41.00,GIA 6341972012,,MUMBAI,1116.000,390.600
228-178A,G,RBC,0.30,G,VVS2,G,EX,EX,S,B,4.21 - 4.17 * 2.68,GIA,1349910393,,1197.000,43.000,1239.00,41.000,,,,64.00,59.00,,,6.00,Faceted,NON,,14.00,34.00,44.50,41.60,GIA 1349910393,,MUMBAI,1197.000,359.100
226-18B,G,RBC,0.50,G,VS2,EX,EX,VG,F,N,5.21 - 5.18 * 3.04,GIA,5346766214,,2112.000,36.000,2178.00,34.000,,,,58.60,61.00,,,3.00,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 5346766214,,MUMBAI,2112.000,1056.000
228-290A,G,OV,0.50,G,SI2,G,VG,G,M,B,5.55 - 4.32 * 2.75,GIA,6342955524,,1064.000,44.000,1102.00,42.000,,,,63.70,56.00,,,,Faceted,NON,,,,,,GIA 6342955524,,MUMBAI,1064.000,532.000
231-329A,G,OV,0.30,J,SI1,VG,EX,VG,N,N,5.22 - 3.72 * 2.33,GIA,5356098498,,657.000,27.000,675.00,25.000,,,,62.60,61.00,,,,Faceted,NON,,,,,,GIA 5356098498,,MUMBAI,657.000,197.100
222-275A,G,PB,0.40,G,VS2,EX,EX,VG,F,N,6.38 - 4.21 * 2.48,GIA,2347693373,,1273.000,33.000,1311.00,31.000,,,,58.80,54.00,,,,Faceted,NON,,,,,,GIA 2347693373,,MUMBAI,1273.000,509.200
237-156A,G,PR,0.50,K,SI2,VG,EX,VG,N,N,4.19 - 4.18 * 3.15,GIA,1358086145,,648.000,46.000,672.00,44.000,,,,75.30,73.00,,,,Faceted,NON,,,,,,GIA 1358086145,,MUMBAI,648.000,324.000
234-323A,G,MQ,0.30,E,SI1,EX,EX,VG,N,N,6.61 - 3.63 * 2.28,GIA,6342685475,,960.000,36.000,990.00,34.000,,,,62.80,63.00,,,,Faceted,NON,,,,,,GIA 6342685475,,MUMBAI,960.000,288.000
228-268A,G,RBC,0.30,L,SI2,EX,EX,EX,F,N,4.34 - 4.32 * 2.68,GIA,2356040727,,567.000,37.000,585.00,35.000,,,,61.90,58.00,,,3.50,Faceted,NON,,14.50,35.00,44.00,41.60,GIA 2356040727,,MUMBAI,567.000,170.100
233-11A,G,RBC,0.90,D,VS1,EX,EX,EX,N,N,6.16 - 6.12 * 3.86,GIA,7343943120,,4819.000,39.000,4977.00,37.000,,,,62.90,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 7343943120,,MUMBAI,4819.000,4337.100
205-21B,G,RBC,1.04,G,SI2,EX,EX,VG,F,N,6.55 - 6.58 * 3.91,IGI,407914616,,2464.000,56.000,2576.00,54.000,,,,59.50,61.00,,,3.30,Faceted,Pointed,,13.50,34.30,43.00,40.70,,,MUMBAI,2464.000,2562.560
237-106A,G,RBC,0.50,E,SI1,F,EX,VG,M,B,4.78 - 4.73 * 3.20,GIA,7352143553,,1344.000,58.000,1408.00,56.000,,,,67.20,53.00,,,9.00,Faceted,NON,,19.00,39.00,39.50,38.40,GIA 7352143553,,MUMBAI,1344.000,672.000
222-24A,G,OV,0.50,I,VVS2,G,EX,VG,F,N,5.84 - 4.43 * 2.81,GIA,7341827047,,1239.000,41.000,1281.00,39.000,,,,63.30,61.00,,,,Faceted,NON,,,,,,GIA 7341827047,,MUMBAI,1239.000,619.500
231-113A,G,RBC,0.31,I,VVS2,EX,EX,EX,N,N,4.34 - 4.31 * 2.69,GIA,1353119449,,1197.000,37.000,1235.00,35.000,,,,62.20,59.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.00,GIA 1353119449,,MUMBAI,1197.000,371.070
228-1A,G,RBC,0.33,K,VVS1,EX,EX,EX,F,N,4.43 - 4.40 * 2.76,GIA,1349986039,,800.000,50.000,832.00,48.000,,,,62.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 1349986039,,MUMBAI,800.000,264.000
229-29A,G,RBC,0.30,K,SI1,VG,EX,VG,N,N,4.21 - 4.15 * 2.70,GIA,1349976942,,672.000,44.000,696.00,42.000,,,,64.60,58.00,,,5.00,Faceted,NON,,16.00,37.50,43.50,41.00,GIA 1349976942,,MUMBAI,672.000,201.600
227-74B,G,PB,0.35,E,VVS2,EX,EX,G,N,N,6.13 - 3.97 * 2.42,GIA,2346942615,,1368.000,28.000,1406.00,26.000,,,,60.90,57.00,,,,Faceted,NON,,,,,,GIA 2346942615,,MUMBAI,1368.000,478.800
227-23A,G,RBC,1.11,H,VS2,EX,EX,EX,N,N,6.64 - 6.60 * 4.09,GIA,5343787648,,4260.000,40.000,4402.00,38.000,,,,61.70,59.00,,,4.00,Faceted,NON,,14.50,35.00,43.50,41.00,GIA 5343787648,Clouds are not shown. Pinpoints are not shown.,MUMBAI,4260.000,4728.600
212-31A,G,RBC,1.19,J,SI2,EX,EX,EX,N,N,6.79 - 6.74 * 4.23,GIA,6341439997,,2835.000,37.000,2925.00,35.000,,,,62.60,59.00,,,4.00,Faceted,NON,,14.00,34.00,44.50,41.80,GIA 6341439997,Pinpoints are not shown.,MUMBAI,2835.000,3373.650
225-178A,G,RBC,0.70,N,SI1,EX,EX,EX,M,B,5.70 - 5.68 * 3.53,GIA,2346985866,,1178.000,38.000,1216.00,36.000,,,,62.10,56.00,,,3.50,Faceted,NON,,15.50,36.00,43.00,40.80,GIA 2346985866,,MUMBAI,1178.000,824.600
222-478A,G,PB,0.30,E,VS2,VG,EX,G,N,N,5.65 - 3.78 * 2.39,GIA,6342878136,,1008.000,37.000,1040.00,35.000,,,,63.20,56.00,,,,Faceted,NON,,,,,,GIA 6342878136,,MUMBAI,1008.000,302.400
214-50A,G,RBC,2.04,O,SI2,EX,EX,EX,N,N,8.08 - 8.14 * 5.07,IGI,407973595,,2021.000,53.000,2107.00,51.000,,,,62.50,56.00,,,3.90,Faceted,Pointed,,14.00,32.60,44.50,41.70,,,MUMBAI,2021.000,4122.840
235-114B,G,RBC,0.51,K,SI1,EX,EX,EX,S,B,5.20 - 5.16 * 3.14,GIA,6355163616,,912.000,52.000,950.00,50.000,,,,60.60,60.00,,,3.50,Faceted,NON,,13.00,32.50,44.50,41.60,GIA 6355163616,,MUMBAI,912.000,465.120
211-151A,G,EM,0.90,G,VS1,VG,EX,VG,F,N,6.20 - 4.71 * 3.24,GIA,6345110387,,2256.000,53.000,2352.00,51.000,,,,68.80,69.00,,,,Faceted,NON,,,,,,GIA 6345110387,,MUMBAI,2256.000,2030.400
222-297A,G,RBC,0.32,N,VVS2,EX,EX,EX,F,N,4.46 - 4.43 * 2.70,GIA,6355097350,,754.000,42.000,780.00,40.000,,,,60.70,61.00,,,3.50,Faceted,NON,,12.50,33.00,44.50,41.80,GIA 6355097350,,MUMBAI,754.000,241.280
225-58A,G,RBC,0.32,J,VS1,EX,EX,EX,N,N,4.40 - 4.38 * 2.74,GIA,6352143194,,1024.000,36.000,1056.00,34.000,,,,62.40,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 6352143194,,MUMBAI,1024.000,327.680
226-20C,G,RBC,0.34,H,IF,EX,EX,EX,F,N,4.47 - 4.44 * 2.80,GIA,2346849824,,1254.000,43.000,1298.00,41.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,41.00,GIA 2346849824,,MUMBAI,1254.000,426.360
227-79B,G,RBC,0.31,E,SI2,EX,EX,EX,N,N,4.31 - 4.28 * 2.71,GIA,7341782764,,1152.000,28.000,1184.00,26.000,,,,63.10,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 7341782764,,MUMBAI,1152.000,357.120
222-298A,G,RBC,0.50,N,SI1,EX,EX,EX,N,N,5.07 - 5.04 * 3.19,GIA,6352143281,,812.000,42.000,840.00,40.000,,,,63.10,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 6352143281,,MUMBAI,812.000,406.000
225-31D,G,RBC,0.50,I,VVS1,EX,EX,EX,F,N,5.08 - 5.06 * 3.14,GIA,2356143139,,1890.000,37.000,1950.00,35.000,,,,62.00,56.00,,,4.00,Faceted,NON,,15.00,34.50,43.00,40.80,GIA 2356143139,,MUMBAI,1890.000,945.000
230-1958A,G,RBC,0.18,F,SI1,EX,EX,EX,N,N,3.66 - 3.63 * 2.28,GIA,2344852650,,1113.500,-31.000,1130.50,-33.000,,,,62.40,56.00,,,3.50,Faceted,NON,,16.00,36.50,42.50,40.60,GIA 2344852650,,MUMBAI,1113.500,200.430
217-12A,G,OV,1.00,K,VVS1,VG,EX,VG,N,N,8.07 - 5.70 * 3.23,GIA,1348512416,,1972.000,42.000,2040.00,40.000,,,,56.70,59.00,,,,Faceted,NON,,,,,,GIA 1348512416,Surface graining is not shown.,MUMBAI,1972.000,1972.000
236-29A,G,RBC,0.40,L,VS2,EX,EX,EX,M,B,4.74 - 4.71 * 2.96,GIA,6355098012,,663.000,49.000,689.00,47.000,,,,62.70,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,41.00,GIA 6355098012,,MUMBAI,663.000,265.200
237-13A,G,RBC,0.36,D,VS1,EX,EX,EX,F,N,4.61 - 4.58 * 2.80,GIA,6352258777,,1512.000,37.000,1560.00,35.000,,,,60.90,58.00,,,4.00,Faceted,NON,,14.00,34.00,43.00,40.80,GIA 6352258777,,MUMBAI,1512.000,544.320
231-202A,G,RBC,0.30,J,VS2,EX,EX,VG,F,N,4.29 - 4.27 * 2.66,GIA,6355119179,,840.000,44.000,870.00,42.000,,,,62.30,56.00,,,4.00,Faceted,NON,,15.50,35.50,42.50,40.60,GIA 6355119179,,MUMBAI,840.000,252.000
231-61A,G,RBC,0.40,L,VS2,VG,EX,EX,F,N,4.64 - 4.61 * 2.97,GIA,2347939812,,702.000,46.000,728.00,44.000,,,,64.20,58.00,,,5.00,Faceted,NON,,15.50,36.50,43.50,41.20,GIA 2347939812,,MUMBAI,702.000,280.800
221-336A,G,OV,0.50,K,VS2,G,EX,G,F,N,5.72 - 4.42 * 2.92,GIA,7346752858,,826.000,41.000,854.00,39.000,,,,66.10,53.00,,,,Faceted,NON,,,,,,GIA 7346752858,,MUMBAI,826.000,413.000
231-256A,G,PR,0.32,F,VVS2,EX,EX,VG,N,N,3.67 - 3.65 * 2.69,GIA,1347985787,,1003.000,41.000,1037.00,39.000,,,,73.50,72.00,,,,Faceted,NON,,,,,,GIA 1347985787,,MUMBAI,1003.000,320.960
222-347A,G,RBC,0.50,M,VS1,F,EX,VG,F,N,4.88 - 4.80 * 3.22,GIA,1345767047,,832.000,48.000,864.00,46.000,,,,66.50,62.00,,,8.00,Faceted,NON,,13.50,35.00,45.00,42.00,GIA 1345767047,,MUMBAI,832.000,416.000
235-113A,G,RBC,0.56,E,SI1,EX,EX,EX,M,B,5.26 - 5.23 * 3.29,GIA,1358068063,,1632.000,49.000,1696.00,47.000,,,,62.60,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 1358068063,,MUMBAI,1632.000,913.920
235-52A,G,RBC,0.71,I,VVS1,VG,EX,VG,S,B,5.58 - 5.51 * 3.57,GIA,1358170543,,1786.000,53.000,1862.00,51.000,,,,64.40,57.00,,,5.00,Faceted,NON,,17.50,38.50,42.00,40.00,GIA 1358170543,,MUMBAI,1786.000,1268.060
234-200A,G,RBC,0.62,N,VVS1,EX,EX,EX,S,B,5.45 - 5.42 * 3.42,GIA,6341766161,,1080.000,40.000,1116.00,38.000,,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 6341766161,,MUMBAI,1080.000,669.600
225-23B,G,RBC,0.30,K,VS2,VG,EX,VG,N,N,4.32 - 4.29 * 2.57,GIA,7351143480,,611.000,53.000,637.00,51.000,,,,59.70,63.00,,,5.00,Faceted,NON,,12.00,32.50,43.00,40.80,GIA 7351143480,,MUMBAI,611.000,183.300
